id,name,dynasty,poem_count,is_merged
0,诗经,周,305,False
1,王褒,周,134,False
2,屈原,周,52,False
3,刘向,周,21,False
4,王逸,周,20,False
5,孔子弟子及再传弟子,周,20,False
6,宋玉,周,4,False
7,贾谊,周,2,False
8,淮南小山,周,2,False
9,庄忌,周,2,False
11,伯夷,周,1,False
12,荆轲,周,1,False
13,南海五仙人,周,1,False
14,曹植,汉,268,False
15,两汉乐府,汉,106,False
16,曹操,汉,50,False
17,东方朔,汉,19,False
18,[汉]古诗十九首,汉,19,False
19,李尤,汉,16,False
20,蔡邕,汉,12,False
21,班固,汉,12,False
22,秦嘉,汉,12,False
23,杨孚,汉,12,False
24,崔骃,汉,10,False
25,孔融,汉,7,False
26,刘彻,汉,7,False
27,蔡琰,汉,5,False
28,薛综,汉,5,False
29,司马相如,汉,4,False
30,汉伦,汉,4,False
31,唐菆,汉,4,False
32,仲长统,汉,4,False
33,梁鸿,汉,3,False
34,刘去,汉,3,False
35,傅毅,汉,3,False
36,郦炎,汉,3,False
37,刘邦,汉,2,False
38,赵壹,汉,2,False
39,四皓,汉,2,False
40,韦孟,汉,2,False
41,刘弗陵,汉,2,False
42,韦玄成,汉,2,False
43,侯瑾,汉,2,False
45,班婕妤,汉,1,False
46,王嫱,汉,1,False
47,刘细君,汉,1,False
48,朱穆,汉,1,False
49,宋子侯,汉,1,False
50,李延年,汉,1,False
51,辛延年,汉,1,False
52,项羽,汉,1,False
53,虞姬,汉,1,False
54,汉老,汉,1,False
55,汉臣,汉,1,False
56,戚夫人,汉,1,False
57,刘友,汉,1,False
58,枚乘,汉,1,False
59,刘安,汉,1,False
60,商丘成,汉,1,False
61,华容夫人,汉,1,False
62,李陵,汉,1,False
63,刘胥,汉,1,False
64,杨恽,汉,1,False
65,息夫躬,汉,1,False
66,马援,汉,1,False
67,杜笃,汉,1,False
68,刘苍,汉,1,False
69,刘騊駼,汉,1,False
70,石勋,汉,1,False
71,桓麟,汉,1,False
72,应季先,汉,1,False
73,仇靖,汉,1,False
74,刘辩,汉,1,False
75,唐姬,汉,1,False
76,赵岐,汉,1,False
77,郭苍,汉,1,False
78,高彪,汉,1,False
81,傅玄,晋,130,False
84,阮籍,晋,101,False
85,郭璞,晋,62,False
86,曹丕,晋,60,False
87,张华,晋,58,False
88,嵇康,晋,53,False
89,陆云,晋,50,False
90,应璩,晋,38,False
91,王粲,晋,35,False
92,卢谌,晋,32,False
93,潘尼,晋,32,False
96,刘桢,晋,28,False
97,杨羲,晋,26,False
98,庾阐,晋,24,False
99,曹毗,晋,23,False
100,支遁,晋,22,False
101,傅咸,晋,21,False
102,曹睿,晋,19,False
103,左思,晋,18,False
105,湛方生,晋,17,False
106,张协,晋,16,False
107,阮瑀,晋,15,False
108,曹摅,晋,15,False
109,李颙,晋,13,False
110,张翼,晋,13,False
111,张翰,晋,13,False
112,徐干,晋,12,False
113,孙绰,晋,12,False
114,石崇,晋,10,False
115,司马彪,晋,10,False
116,夏侯湛,晋,10,False
117,王赞,晋,9,False
118,成公绥,晋,9,False
119,棘据,晋,9,False
120,郑丰,晋,9,False
121,王嘉,晋,9,False
122,孙楚,晋,8,False
123,繁钦,晋,8,False
124,许翙,晋,8,False
125,应玚,晋,7,False
126,袁宏,晋,7,False
127,束皙,晋,7,False
128,赵整,晋,7,False
129,挚虞,晋,6,False
130,王浚,晋,5,False
131,刘琨,晋,5,False
132,陈琳,晋,5,False
133,乐府,晋,5,False
134,嵇喜,晋,5,False
135,荀勖,晋,5,False
136,何劭,晋,5,False
137,谢混,晋,5,False
138,王齐之,晋,5,False
139,苏彦,晋,4,False
140,郭遐周,晋,4,False
141,董京,晋,4,False
142,嵇含,晋,4,False
143,牵秀,晋,4,False
144,闾丘冲,晋,4,False
145,王羲之,晋,4,False
146,王献之,晋,4,False
147,王彪之,晋,4,False
148,王珣,晋,4,False
149,顾恺之,晋,4,False
150,羊权,晋,4,False
151,左延年,晋,3,False
152,毌丘俭,晋,3,False
153,阮侃,晋,3,False
154,裴秀,晋,3,False
155,杜育,晋,3,False
156,棘腆,晋,3,False
157,棘嵩,晋,3,False
158,李充,晋,3,False
159,谢尚,晋,3,False
160,江回,晋,3,False
161,张望,晋,3,False
162,许询,晋,3,False
163,谢安,晋,3,False
164,谢道韫,晋,3,False
165,谢芳姿,晋,3,False
166,桓玄,晋,3,False
167,殷仲文,晋,3,False
168,陆冲,晋,3,False
169,袁山松,晋,2,False
170,麋元,晋,2,False
171,杜挚,晋,2,False
172,曹髦,晋,2,False
173,郭遐叔,晋,2,False
174,江伟,晋,2,False
175,程咸,晋,2,False
176,刘伶,晋,2,False
177,程晓,晋,2,False
178,应贞,晋,2,False
179,皇甫谧,晋,2,False
180,阮修,晋,2,False
181,郭愔,晋,2,False
182,梅陶,晋,2,False
183,王胡之,晋,2,False
184,孙放,晋,2,False
185,谢万,晋,2,False
186,孙统,晋,2,False
187,袁峤之,晋,2,False
188,王凝之,晋,2,False
189,王肃之,晋,2,False
190,王徽之,晋,2,False
191,王彬之,晋,2,False
192,徐丰之,晋,2,False
193,习凿齿,晋,2,False
194,苻朗,晋,2,False
195,羊徽,晋,2,False
196,王升之,晋,2,False
197,卞裕,晋,2,False
198,王康琚,晋,2,False
199,康僧渊,晋,2,False
200,竺昙林,晋,2,False
201,刘臻妻,晋,2,False
202,慧远,晋,1,False
203,甄皇后,晋,1,False
204,邯郸淳,晋,1,False
205,焦先,晋,1,False
206,吴质,晋,1,False
207,曹彪,晋,1,False
208,何晏,晋,1,False
209,韦诞,晋,1,False
210,仙道,晋,1,False
211,费祎,晋,1,False
212,张纯,晋,1,False
213,诸葛恪,晋,1,False
214,华核,晋,1,False
215,周昭,晋,1,False
216,孙皓,晋,1,False
217,司马懿,晋,1,False
218,何桢,晋,1,False
219,钟琰,晋,1,False
220,应亨,晋,1,False
221,阮种,晋,1,False
222,辛旷,晋,1,False
223,贾充,晋,1,False
224,王铨,晋,1,False
225,郭泰机,晋,1,False
226,周处,晋,1,False
227,邹湛,晋,1,False
228,阎赞,晋,1,False
229,夏侯冲,晋,1,False
230,绿珠,晋,1,False
231,翾风,晋,1,False
232,夏靖,晋,1,False
233,顾秘,晋,1,False
234,崔寔,晋,1,False
235,孙拯,晋,1,False
236,嵇绍,晋,1,False
237,左芬,晋,1,False
238,孙机,晋,1,False
239,苏伯玉妻,晋,1,False
240,干宝,晋,1,False
241,荀组,晋,1,False
242,王廙,晋,1,False
243,熊甫,晋,1,False
244,甄述,晋,1,False
245,朱德才,晋,1,False
246,温峤,晋,1,False
247,袁乔,晋,1,False
248,郗超,晋,1,False
249,孙嗣,晋,1,False
250,郗昙,晋,1,False
251,庾友,晋,1,False
252,庾蕴,晋,1,False
253,曹茂之,晋,1,False
254,华茂,晋,1,False
255,桓伟,晋,1,False
256,王玄之,晋,1,False
257,王涣之,晋,1,False
258,王蕴之,晋,1,False
259,王丰之,晋,1,False
260,魏滂,晋,1,False
261,虞说,晋,1,False
262,谢绎,晋,1,False
263,曹华,晋,1,False
264,司马曜,晋,1,False
265,殷头,晋,1,False
266,吴隐之,晋,1,False
267,刘程之,晋,1,False
268,王乔之,晋,1,False
269,陶琬之,晋,1,False
270,袁光,晋,1,False
271,刘恢,晋,1,False
272,何瑾,晋,1,False
273,陆彦声,晋,1,False
274,张奴,晋,1,False
275,刘道民,晋,1,False
276,包播,晋,1,False
277,马岌,晋,1,False
278,伏系之,晋,1,False
279,仲长敖,晋,1,False
280,殷融,晋,1,False
281,徐广,晋,1,False
282,王氏（刘和妻,晋,1,False
283,辛萧,晋,1,False
284,佛图澄,晋,1,False
285,鸠罗摩什,晋,1,False
286,释道安,晋,1,False
287,庐山诸沙弥,晋,1,False
288,史宗,晋,1,False
289,帛道猷,晋,1,False
290,竺僧度,晋,1,False
291,杨苕华,晋,1,False
292,释道宝,晋,1,False
293,竺法崇,晋,1,False
294,丁令威,晋,1,False
295,紫玉,晋,1,False
296,庐山夫人女婉,晋,1,False
297,陈阿登,晋,1,False
298,王敬伯,晋,1,False
299,刘妙容,晋,1,False
300,黄野人,晋,1,False
301,桓温,晋,1,False
302,庾肃之,晋,1,False
303,郭清,晋,1,False
304,孙康,晋,1,False
305,李皓,晋,1,False
306,庾信,南北朝,350,False
311,吴均,南北朝,162,False
312,江淹,南北朝,144,False
314,何逊,南北朝,120,False
318,萧衍,南北朝,102,False
321,刘孝绰,南北朝,66,False
323,王筠,南北朝,58,False
327,范云,南北朝,41,False
328,王僧孺,南北朝,39,False
329,张率,南北朝,36,False
330,阴铿,南北朝,34,False
332,谢庄,南北朝,30,False
333,刘骏,南北朝,29,False
334,王韶之,南北朝,27,False
335,柳恽,南北朝,25,False
336,任昉,南北朝,24,False
337,江洪,南北朝,21,False
338,沈炯,南北朝,21,False
339,萧子显,南北朝,20,False
340,王台卿,南北朝,19,False
341,费昶,南北朝,19,False
342,何承天,南北朝,18,False
343,朱超,南北朝,17,False
344,萧悫,南北朝,17,False
346,陆厥,南北朝,17,False
348,魏收,南北朝,17,False
349,虞羲,南北朝,15,False
350,汤惠休,南北朝,13,False
351,王俭,南北朝,13,False
352,刘义恭,南北朝,13,False
353,周弘正,南北朝,13,False
354,刘删,南北朝,12,False
355,萧子云,南北朝,12,False
356,沈满愿,南北朝,12,False
357,温子升,南北朝,12,False
358,鲍令晖,南北朝,11,False
359,丘迟,南北朝,11,False
360,刘缓,南北朝,11,False
361,刘孝仪,南北朝,11,False
362,顾野王,南北朝,11,False
363,邢邵,南北朝,10,False
364,吴迈远,南北朝,10,False
365,谢瞻,南北朝,10,False
366,刘铄,南北朝,10,False
367,陆倕,南北朝,10,False
368,萧子范,南北朝,10,False
369,萧察,南北朝,10,False
370,沈君攸,南北朝,10,False
371,释惠标,南北朝,10,False
372,袁淑,南北朝,9,False
373,刘遵,南北朝,9,False
374,鲍泉,南北朝,9,False
375,戴皓,南北朝,9,False
376,刘令娴,南北朝,9,False
377,王训,南北朝,8,False
378,徐勉,南北朝,8,False
379,萧纶,南北朝,8,False
380,伏知道,南北朝,8,False
381,释宝月,南北朝,7,False
382,颜之推,南北朝,7,False
383,周舍,南北朝,7,False
384,王金珠,南北朝,7,False
385,周子良,南北朝,7,False
386,释亡名,南北朝,7,False
387,王枢,南北朝,6,False
388,陶弘景,南北朝,6,False
389,范泰,南北朝,6,False
390,萧子良,南北朝,6,False
391,宗夬,南北朝,6,False
392,萧纪,南北朝,6,False
393,刘孝先,南北朝,6,False
394,陆琼,南北朝,6,False
395,祖孙登,南北朝,6,False
396,阮卓,南北朝,6,False
397,孔稚圭,南北朝,5,False
398,张融,南北朝,5,False
399,谢燮,南北朝,5,False
400,王叔之,南北朝,5,False
401,王僧达,南北朝,5,False
402,虞骞,南北朝,5,False
403,纪少瑜,南北朝,5,False
404,徐摛,南北朝,5,False
405,刘孝胜,南北朝,5,False
406,徐君茜,南北朝,5,False
407,常景,南北朝,5,False
408,阳休之,南北朝,5,False
409,萧总,南北朝,5,False
410,萧诠,南北朝,5,False
411,苏子卿,南北朝,5,False
412,车?,南北朝,4,False
413,刘邈,南北朝,4,False
414,伍辑之,南北朝,4,False
415,孔欣,南北朝,4,False
416,傅亮,南北朝,4,False
417,颜峻,南北朝,4,False
418,虞炎,南北朝,4,False
419,高爽,南北朝,4,False
420,周兴嗣,南北朝,4,False
421,徐悱,南北朝,4,False
422,陆罩,南北朝,4,False
423,萧琛,南北朝,4,False
424,到溉,南北朝,4,False
425,萧子晖,南北朝,4,False
426,姚翻,南北朝,4,False
427,释宝志,南北朝,4,False
428,高允,南北朝,4,False
429,郑道昭,南北朝,4,False
430,刘逖,南北朝,4,False
431,宗懔,南北朝,4,False
432,陈暄,南北朝,4,False
433,岑之敬,南北朝,4,False
434,何胥,南北朝,4,False
435,何处士,南北朝,4,False
436,刘义隆,南北朝,3,False
437,宗炳,南北朝,3,False
438,谢晦,南北朝,3,False
439,袁彖,南北朝,3,False
440,朱硕仙,南北朝,3,False
441,褚渊,南北朝,3,False
442,裴子野,南北朝,3,False
443,朱异,南北朝,3,False
444,张缵,南北朝,3,False
445,徐防,南北朝,3,False
446,邓铿,南北朝,3,False
447,刘氏（王淑英妻,南北朝,3,False
448,鹿悆,南北朝,3,False
449,高昂,南北朝,3,False
450,裴让之,南北朝,3,False
451,祖珽,南北朝,3,False
452,宇文毓,南北朝,3,False
453,周弘让,南北朝,3,False
454,傅縡,南北朝,3,False
455,陆瑜,南北朝,3,False
456,贺彻,南北朝,3,False
457,阳缙,南北朝,3,False
458,王瑳,南北朝,3,False
459,释洪偃,南北朝,3,False
460,牛弘等奉诏作,隋,69,False
461,杨广,隋,49,False
463,王胄,隋,24,False
464,薛道衡,隋,24,False
465,杨素,隋,23,False
466,虞世基,隋,16,False
467,辛德源,隋,11,False
468,孙万寿,隋,9,False
469,侯夫人,隋,9,False
470,丁六娘,隋,8,False
471,葛玄,隋,6,False
472,李德林,隋,6,False
473,诸葛颖,隋,6,False
474,魏澹,隋,5,False
475,柳䛒,隋,5,False
476,李巨仁,隋,5,False
477,王申礼,隋,4,False
478,何妥,隋,4,False
479,岑德润,隋,4,False
480,许善心,隋,4,False
481,马明生,隋,4,False
482,王翙,隋,3,False
483,崔仲方,隋,3,False
484,弘执恭,隋,3,False
485,释灵裕,隋,3,False
486,太真夫人,隋,3,False
487,扈谦,隋,3,False
488,李白,唐,2000,False
494,王建,唐,1643,False
496,姚合,唐,1562,False
497,孟郊,唐,1546,False
499,皎然,唐,1428,False
500,皮日休,唐,1417,False
506,许浑,唐,1080,False
510,温庭筠,唐,967,False
512,韩愈,唐,944,False
514,李中,唐,925,False
515,徐夤,唐,903,False
517,不詳,唐,851,False
527,韩偓,唐,777,False
530,易静,唐,720,False
531,易靜,唐,720,False
533,王梵志,唐,709,False
538,杜荀鹤,唐,668,False
542,柳宗元,唐,625,False
544,李贺,唐,616,False
547,吕岩,唐,591,False
548,施肩吾,唐,585,False
552,武元衡,唐,542,False
555,李羣玉,唐,536,False
556,李洞,唐,534,False
557,沈佺期,唐,533,False
563,李益,唐,500,False
564,顾况,唐,496,False
567,储光羲,唐,477,False
568,[唐]御定全唐诗,唐,468,False
571,曹唐,唐,444,False
572,张九龄,唐,441,False
573,鲍溶,唐,438,False
574,韓愈,唐,438,False
575,李德裕,唐,431,False
580,杜光庭,唐,413,False
583,胡曾,唐,408,False
584,和凝,唐,401,False
587,戎昱,唐,387,False
588,李峤,唐,387,False
594,李涉,唐,363,False
601,韩翃,唐,346,False
602,花蕊夫人徐氏,唐,345,False
604,王勃,唐,334,False
607,李山甫,唐,328,False
608,呂巖,唐,327,False
609,薛逢,唐,320,False
610,马戴,唐,318,False
615,李賀,唐,290,False
616,李郢,唐,288,False
619,刘沧,唐,269,False
623,骆宾王,唐,263,False
625,李群玉,唐,262,False
626,周昙,唐,261,False
627,徐凝,唐,256,False
628,元结,唐,249,False
629,刘兼,唐,245,False
630,段成式,唐,244,False
632,郎士元,唐,235,False
633,牟融,唐,235,False
634,傅翕,唐,234,False
637,刘商,唐,229,False
638,陈子昂,唐,228,False
639,吴筠,唐,226,False
640,卢仝,唐,223,False
644,李建勋,唐,219,False
645,徐成,唐,218,False
647,令狐楚,唐,217,False
651,李嘉佑,唐,208,False
654,龐藴,唐,205,False
655,太宗皇帝,唐,202,False
656,李珣,唐,201,False
659,崔道融,唐,198,False
660,王周,唐,195,False
661,周曇,唐,195,False
662,羊士谔,唐,193,False
663,周贺,唐,190,False
664,居遁,唐,190,False
665,李嘉祐,唐,189,False
666,王涯,唐,187,False
667,冯延巳,唐,187,False
668,张蠙,唐,186,False
670,崔涂,唐,184,False
671,王绩,唐,178,False
677,无可,唐,173,False
678,常建,唐,172,False
680,韓翃,唐,169,False
683,章孝标,唐,164,False
685,刘言史,唐,160,False
686,周朴,唐,158,False
689,汪遵,唐,155,False
696,薛涛,唐,143,False
697,李煜,唐,141,False
698,于鹄,唐,139,False
700,褚亮,唐,138,False
701,裴夷直,唐,138,False
702,罗虬,唐,137,False
704,明皇帝,唐,134,False
705,于武陵,唐,134,False
706,严维,唐,134,False
708,包佶,唐,132,False
710,吳筠,唐,130,False
711,欧阳炯,唐,129,False
715,谭用之,唐,126,False
716,喻凫,唐,124,False
717,道世,唐,124,False
719,于濆,唐,121,False
720,李乂,唐,120,False
721,元結,唐,120,False
722,秦系,唐,119,False
723,孙逖,唐,119,False
725,杨衡,唐,117,False
726,陈羽,唐,117,False
727,毛熙震,唐,114,False
728,虞世南,唐,113,False
729,崔颢,唐,111,False
732,张泌,唐,109,False
734,沈彬,唐,108,False
735,殷文圭,唐,107,False
738,崔湜,唐,105,False
739,孙元晏,唐,105,False
740,鱼玄机,唐,105,False
743,陈元光,唐,103,False
745,羅虬,唐,103,False
746,皇甫松,唐,102,False
747,劉滄,唐,102,False
749,毛文锡,唐,101,False
750,李世民,唐,101,False
753,秦韬玉,唐,99,False
754,高蟾,唐,99,False
755,唐求,唐,97,False
756,牛峤,唐,96,False
758,刘希夷,唐,94,False
759,钱珝,唐,94,False
760,裴说,唐,94,False
761,薛濤,唐,94,False
763,王希明,唐,92,False
764,裴度,唐,91,False
765,李翔,唐,91,False
766,延寿,唐,91,False
768,延壽,唐,91,False
769,张继,唐,90,False
771,贾至,唐,89,False
772,崔国辅,唐,87,False
773,张仲素,唐,87,False
774,崔致远,唐,87,False
777,崔橹,唐,85,False
780,崔致遠,唐,85,False
781,许敬宗,唐,84,False
782,姚鹄,唐,84,False
784,雍裕之,唐,83,False
787,剋符道者,唐,82,False
789,聂夷中,唐,81,False
790,劉兼,唐,81,False
793,缺名,唐,79,False
795,熊孺登,唐,78,False
796,翁承赞,唐,78,False
797,裴迪,唐,78,False
799,孙鲂,唐,77,False
800,高骈,唐,77,False
801,魏承班,唐,77,False
802,萧颖士,唐,77,False
803,颜真卿,唐,76,False
804,郭震,唐,75,False
805,修睦,唐,75,False
806,孫元晏,唐,75,False
807,周繇,唐,74,False
808,张果,唐,74,False
810,储嗣宗,唐,73,False
814,徐彦伯,唐,72,False
815,朱放,唐,72,False
816,李廓,唐,72,False
817,良价,唐,72,False
818,上官昭容,唐,70,False
819,司马扎,唐,69,False
820,卢肇,唐,68,False
821,灵一,唐,68,False
825,伍乔,唐,67,False
826,德诚,唐,67,False
827,杨凝,唐,66,False
828,邵谒,唐,66,False
829,杨炯,唐,65,False
830,楊衡,唐,65,False
832,李百药,唐,64,False
833,窦巩,唐,64,False
834,陆畅,唐,63,False
835,王仁裕,唐,62,False
836,晁采,唐,62,False
837,张鷟,唐,61,False
838,王初,唐,61,False
839,沈亚之,唐,61,False
840,崔珏,唐,61,False
841,文偃,唐,61,False
842,林宽,唐,59,False
843,孟贯,唐,59,False
844,李冶,唐,59,False
845,尚颜,唐,59,False
846,慧能,唐,59,False
847,張鷟,唐,59,False
848,苏拯,唐,57,False
849,清江,唐,57,False
851,魏徵,唐,57,False
852,歐陽炯,唐,57,False
854,李适,唐,56,False
855,崔顥,唐,56,False
856,顧敻,唐,56,False
857,魏征,唐,55,False
860,后主煜,唐,54,False
861,刘方平,唐,54,False
862,刘宪,唐,54,False
863,陶翰,唐,54,False
865,上官仪,唐,53,False
866,郑愔,唐,53,False
867,張果,唐,53,False
868,刘威,唐,52,False
869,喻坦之,唐,52,False
871,刘叉,唐,51,False
872,任翻,唐,51,False
873,朱存,唐,51,False
874,張仲素,唐,51,False
875,陳元光,唐,51,False
877,朱湾,唐,50,False
878,韩琮,唐,50,False
879,李九龄,唐,50,False
880,栖白,唐,50,False
882,孟云卿,唐,49,False
883,董思恭,唐,49,False
884,窦常,唐,49,False
885,孟宾于,唐,49,False
887,許敬宗,唐,49,False
888,则天皇后,唐,48,False
889,包何,唐,48,False
890,敦煌人作品[一],唐,48,False
891,則天皇后,唐,48,False
892,賈至,唐,48,False
893,崔融,唐,47,False
894,丁仙芝,唐,47,False
895,武平一,唐,47,False
896,郑巢,唐,47,False
897,詹敦仁,唐,47,False
899,武则天,唐,46,False
900,乔知之,唐,46,False
901,法振,唐,46,False
902,吕从庆,唐,46,False
903,契此,唐,46,False
906,呂從慶,唐,46,False
907,崔日用,唐,45,False
909,翁洮,唐,45,False
910,义存,唐,45,False
911,義存,唐,45,False
912,来鹄,唐,44,False
913,景岑,唐,44,False
915,翁承贊,唐,44,False
916,韦渠牟,唐,43,False
917,崔液,唐,43,False
918,张碧,唐,43,False
919,朱景玄,唐,43,False
920,成彦雄,唐,43,False
921,崔曙,唐,43,False
925,长孙佐辅,唐,42,False
926,窦牟,唐,42,False
927,窦庠,唐,42,False
928,子兰,唐,42,False
929,王棨,唐,42,False
930,丘丹,唐,41,False
931,廖融,唐,41,False
932,宝志,唐,41,False
933,綦毋潜,唐,41,False
935,儲嗣宗,唐,41,False
936,譚用之,唐,41,False
937,寶誌,唐,41,False
938,蕭穎士,唐,41,False
939,薛稷,唐,40,False
940,贺知章,唐,40,False
941,崔涯,唐,40,False
942,张贲,唐,40,False
943,广宣,唐,40,False
945,秦韜玉,唐,40,False
947,陸暢,唐,40,False
949,德誠,唐,40,False
950,张子容,唐,39,False
951,裴潾,唐,39,False
952,卢延让,唐,39,False
953,牛希济,唐,39,False
954,尹鹗,唐,39,False
955,赵冬曦,唐,39,False
956,白云仙人,唐,39,False
957,薛昭蕴,唐,39,False
959,牛嶠,唐,39,False
963,白雲仙人,唐,39,False
964,张又新,唐,38,False
965,水神,唐,38,False
966,薛昭藴,唐,38,False
969,虚中,唐,37,False
970,胡皓,唐,37,False
971,李邕,唐,37,False
972,徐彥伯,唐,37,False
973,李遠,唐,37,False
974,崔櫓,唐,37,False
975,柳中庸,唐,36,False
976,左偃,唐,36,False
977,灵澈,唐,36,False
978,王毂,唐,35,False
979,赵彦昭,唐,35,False
981,翁宏,唐,34,False
982,丘为,唐,34,False
985,僧贯休,唐,33,False
986,常衮,唐,33,False
987,王季友,唐,33,False
988,郑畋,唐,33,False
989,褚载,唐,33,False
990,元阳子,唐,33,False
991,僧貫休,唐,33,False
992,上官儀,唐,33,False
993,林寬,唐,33,False
996,元陽子,唐,33,False
997,德宗皇帝,唐,32,False
998,李逢吉,唐,32,False
999,僧皎然,唐,32,False
1000,苏味道,唐,32,False
1001,许彬,唐,32,False
1002,陆希声,唐,32,False
1003,熊皎,唐,32,False
1004,韋渠牟,唐,32,False
1006,毛文錫,唐,32,False
1007,阎朝隐,唐,31,False
1008,畅当,唐,31,False
1009,武三思,唐,31,False
1010,清昼,唐,31,False
1011,道镜　善导,唐,31,False
1012,智闲,唐,31,False
1013,劉方平,唐,31,False
1014,孟貫,唐,31,False
1015,清晝,唐,31,False
1016,智閑,唐,31,False
1017,李舒,唐,30,False
1018,庄南杰,唐,30,False
1019,翁绶,唐,30,False
1020,杨凌,唐,30,False
1021,杨凭,唐,30,False
1022,文益,唐,30,False
1023,沈亞之,唐,30,False
1024,來鵠,唐,30,False
1025,李翱,唐,29,False
1026,杨发,唐,29,False
1027,李昭象,唐,29,False
1028,王涣,唐,29,False
1029,杨夔,唐,29,False
1030,可朋,唐,29,False
1031,卢僎,唐,29,False
1032,卢鸿一,唐,29,False
1035,鄭巢,唐,29,False
1036,蘇拯,唐,29,False
1037,薛据,唐,28,False
1038,李赤,唐,28,False
1039,马怀素,唐,28,False
1040,幸夤逊,唐,28,False
1041,徐仲雅,唐,28,False
1042,阎选,唐,28,False
1045,成彥雄,唐,28,False
1046,陈子良,唐,27,False
1047,蒋防,唐,27,False
1048,李敬方,唐,27,False
1049,孟迟,唐,27,False
1050,李玖,唐,27,False
1051,顾云,唐,27,False
1052,薛曜,唐,27,False
1053,于邺,唐,27,False
1054,许坚,唐,27,False
1055,王元,唐,27,False
1056,李泌,唐,27,False
1057,本寂,唐,27,False
1058,張又新,唐,27,False
1059,劉威,唐,27,False
1060,李暇,唐,26,False
1061,李嶷,唐,26,False
1063,孔德绍,唐,26,False
1064,郑遨,唐,26,False
1065,包融,唐,26,False
1066,浙东众诗人,唐,26,False
1067,劉憲,唐,26,False
1068,竇常,唐,26,False
1069,章謁,唐,26,False
1070,子蘭,唐,26,False
1071,綦毋潛,唐,26,False
1072,姚崇,唐,25,False
1073,郭元振,唐,25,False
1074,宗楚客,唐,25,False
1075,陈标,唐,25,False
1076,刘昭禹,唐,25,False
1077,卞震,唐,25,False
1078,张谔,唐,25,False
1079,殷济,唐,25,False
1080,楊師道,唐,25,False
1082,李九齡,唐,25,False
1083,郎大家宋氏,唐,24,False
1084,薛奇童,唐,24,False
1085,窦叔向,唐,24,False
1086,张志和,唐,24,False
1087,崔元翰,唐,24,False
1088,李正封,唐,24,False
1089,王起,唐,24,False
1090,韦元旦,唐,24,False
1091,韦蟾,唐,24,False
1092,李沇,唐,24,False
1093,蒋贻恭,唐,24,False
1094,护国,唐,24,False
1095,嵩岳诸仙,唐,24,False
1096,鹿虔扆,唐,24,False
1097,梁锽,唐,24,False
1098,王叡,唐,23,False
1099,郑锡,唐,23,False
1100,窦羣,唐,23,False
1101,陈去疾,唐,23,False
1102,裴休,唐,23,False
1103,席豫,唐,23,False
1104,马云奇,唐,23,False
1105,杨行真人,唐,23,False
1106,菩提达摩,唐,23,False
1107,敦煌人作品,唐,23,False
1108,竇羣,唐,23,False
1109,楊行真人,唐,23,False
1110,菩提達摩,唐,23,False
1111,贺兰进明,唐,22,False
1112,薛存诚,唐,22,False
1113,潘咸,唐,22,False
1114,王铎,唐,22,False
1115,姚揆,唐,22,False
1116,王湾,唐,22,False
1117,徐安贞,唐,22,False
1118,钱镠,唐,22,False
1119,常察,唐,22,False
1120,喬知之,唐,22,False
1121,孟雲卿,唐,22,False
1122,陸希聲,唐,22,False
1123,伍喬,唐,22,False
1124,道鏡　善導,唐,22,False
1125,浙東衆詩人,唐,22,False
1126,牛僧孺,唐,21,False
1127,李约,唐,21,False
1128,姚系,唐,21,False
1129,于良史,唐,21,False
1130,卢殷,唐,21,False
1131,韦处厚,唐,21,False
1132,费冠卿,唐,21,False
1133,吴仁璧,唐,21,False
1134,江为,唐,21,False
1135,李浩,唐,21,False
1136,郏滂,唐,21,False
1137,張子容,唐,21,False
1138,賀知章,唐,21,False
1139,竇牟,唐,21,False
1140,竇庠,唐,21,False
1141,于鄴,唐,21,False
1142,靈澈,唐,21,False
1143,趙彥昭,唐,21,False
1144,郟滂,唐,21,False
1145,于邵,唐,20,False
1146,徐坚,唐,20,False
1147,李义府,唐,20,False
1148,张登,唐,20,False
1149,李渤,唐,20,False
1150,薛莹,唐,20,False
1151,岑羲,唐,20,False
1152,王嵒,唐,20,False
1153,廖凝,唐,20,False
1154,栖蟾,唐,20,False
1155,慕幽,唐,20,False
1156,伊用昌,唐,20,False
1157,蔡希寂,唐,20,False
1158,白元鉴,唐,20,False
1159,太宗皇帝李世民,唐,20,False
1160,長孫佐輔,唐,20,False
1161,楊凌,唐,20,False
1162,張碧,唐,20,False
1163,鄭畋,唐,20,False
1164,許彬,唐,20,False
1165,盧延讓,唐,20,False
1167,錢鏐,唐,20,False
1195,邵雍,宋,2000,False
1197,郊庙朝会歌辞,宋,2000,False
1200,释正觉,宋,1994,False
1253,徐积,宋,1158,False
1257,陈普,宋,1146,False
1284,释怀深,宋,872,False
1294,王令,宋,846,False
1335,释智圆,宋,649,False
1347,郑思肖,宋,594,False
1348,释绍嵩,宋,593,False
1354,苏籀,宋,581,False
1362,朱淑真,宋,551,False
1364,晏殊,宋,545,False
1373,钱时,宋,523,False
1379,林逋,宋,513,False
1385,夏竦,宋,493,False
1395,释行海,宋,480,False
1403,谢翱,宋,469,False
1410,寇准,宋,444,False
1422,林同,宋,424,False
1432,陆佃,宋,394,False
1433,马廷鸾,宋,391,False
1436,徐钧,宋,387,False
1446,欧阳澈,宋,364,False
