id,name,dynasty,poem_count,is_merged
3823,胡承诺,清,25,False
3824,方殿元,清,25,False
3825,吕留良,清,25,False
3826,钱陈群,清,25,False
3827,梦麟,清,25,False
3828,韩是升,清,25,False
3829,张鹤龄,清,25,False
3830,金墀,清,25,False
3831,曾懿,清,25,False
3833,乌竹芳,清,25,False
3834,徐必观,清,25,False
3835,王仲霞,清,25,False
3836,陈柄德,清,25,False
3837,陈景元,清,24,False
3838,傅山,清,24,False
3839,江湜,清,24,False
3840,汪楫,清,24,False
3841,张盖,清,24,False
3842,殷岳,清,24,False
3843,黎士弘,清,24,False
3844,颜光敏,清,24,False
3845,沈用济,清,24,False
3846,张廷璐,清,24,False
3847,马朴臣,清,24,False
3848,茹纶常,清,24,False
3849,颜检,清,24,False
3850,宗稷辰,清,24,False
3851,李宗瀛,清,24,False
3852,罗大佑,清,24,False
3853,张百熙,清,24,False
3854,罗运崃,清,24,False
3855,百保,清,24,False
3856,范淑,清,24,False
3857,慧霖,清,24,False
3858,许淑慧,清,24,False
3860,王竹修,清,24,False
3861,郑用鉴,清,24,False
3862,庄年,清,24,False
3863,慈国璋,清,24,False
3864,李恰,清,24,False
3865,薛镛,清,24,False
3866,秦涌,清,24,False
3868,周水平,清,24,False
3869,王士祯,清,23,False
3870,金至元,清,23,False
3872,吴之振,清,23,False
3874,尹继善,清,23,False
3875,金志章,清,23,False
3876,赵文哲,清,23,False
3877,彭兆荪,清,23,False
3878,李兆洛,清,23,False
3879,包世臣,清,23,False
3880,梅曾亮,清,23,False
3881,黄爵滋,清,23,False
3882,毛国翰,清,23,False
3883,沈彩,清,23,False
3884,储慧,清,23,False
3885,柯培元,清,23,False
3886,章简,清,23,False
3888,胡汉民,清,23,False
3889,陈训正,清,23,False
3890,万寿祺,清,22,False
3891,赵进美,清,22,False
3892,彭玉麟,清,22,False
3893,孙桐生,清,22,False
3894,陶澄,清,22,False
3895,张文光,清,22,False
3896,周茂源,清,22,False
3897,周龙藻,清,22,False
3898,郑世元,清,22,False
3900,吴文溥,清,22,False
3901,方士淦,清,22,False
3902,潘祖荫,清,22,False
3903,陈书（伯初,清,22,False
3904,劳蓉君,清,22,False
3905,赵友兰,清,22,False
3906,林耀亭,清,22,False
3907,陈廷宪,清,22,False
3908,缪葆忠,清,22,False
3909,唐芑,清,22,False
3911,江开,清,21,False
3912,刘逢源,清,21,False
3913,姚燮,清,21,False
3914,章有湘,清,21,False
3915,傅为霖,清,21,False
3916,乌尔恭阿,清,21,False
3917,李天馥,清,21,False
3918,徐乾学,清,21,False
3919,邓汉仪,清,21,False
3920,张坦,清,21,False
3921,商盘,清,21,False
3922,盛锦,清,21,False
3923,朱琦,清,21,False
3924,沈钦韩,清,21,False
3925,姚椿,清,21,False
3926,汤贻汾,清,21,False
3927,边浴礼,清,21,False
3928,于式枚,清,21,False
3929,徐坊,清,21,False
3931,胡缘,清,21,False
3932,任崧珠,清,21,False
3933,祖观,清,21,False
3934,许梦青,清,21,False
3935,郑鹏云,清,21,False
3936,高拱乾,清,21,False
3937,薛约,清,21,False
3938,承培元,清,21,False
3939,陈以豫,清,21,False
3940,方朝,清,21,False
3941,史惟圆,清,21,False
3942,叶昌炽,清,21,False
3943,沙元炳,清,21,False
3944,陈虔安,清,21,False
3945,薛琼,清,20,False
3946,王宾,清,20,False
3947,余京,清,20,False
3948,黄琮,清,20,False
3949,顾若璞,清,20,False
3950,高珩,清,20,False
3951,刘城,清,20,False
3952,余怀,清,20,False
3953,陆次云,清,20,False
3954,孙蕙,清,20,False
3955,韩菼,清,20,False
3956,费锡璜,清,20,False
3957,曹禾,清,20,False
3958,顾嗣立,清,20,False
3959,梁佩兰,清,20,False
3960,彭维新,清,20,False
3961,张照,清,20,False
3962,杨二酉,清,20,False
3963,万光泰,清,20,False
3964,毕沅,清,20,False
3965,褚廷璋,清,20,False
3966,桂馥,清,20,False
3967,斌良,清,20,False
3968,黎兆勋,清,20,False
3970,谢章铤,清,20,False
3971,张祖继,清,20,False
3972,晓青,清,20,False
3974,钟筠,清,20,False
3975,周在镐,清,20,False
3976,陆懿淑,清,20,False
3977,陈学洙,清,20,False
3978,宋伯鲁,清,20,False
3980,屈复,清,19,False
3981,王广心,清,19,False
3982,曹寅,清,19,False
3983,刘廷玑,清,19,False
3984,仝轨,清,19,False
3985,李予望,清,19,False
3986,陈浩,清,19,False
3987,张鹏翀,清,19,False
3988,陈兆仑,清,19,False
3989,查礼,清,19,False
3990,和瑛,清,19,False
3991,孙尔准,清,19,False
3992,徐宗干,清,19,False
3993,沈丙莹,清,19,False
3994,孙衣言,清,19,False
3996,蒋曰豫,清,19,False
3997,宋书升,清,19,False
3998,萧道管,清,19,False
3999,钱念生,清,19,False
4001,江日升,清,19,False
4002,蔡廷兰,清,19,False
4003,缪九畴,清,19,False
4004,陈毓秀,清,19,False
4005,祝书根,清,19,False
4006,缪赞熙,清,19,False
4007,王树楠,清,19,False
4008,秦燮,清,19,False
4009,吴锡麒,清,18,False
4010,郭麟,清,18,False
4011,阎尔梅,清,18,False
4012,邱晋成,清,18,False
4013,郜焕元,清,18,False
4014,徐元文,清,18,False
4015,张玉书,清,18,False
4016,林麟焻,清,18,False
4017,胡会恩,清,18,False
4018,周钟瑄,清,18,False
4019,徐昂发,清,18,False
4020,谢重辉,清,18,False
4021,李必恒,清,18,False
4022,陈祖范,清,18,False
4024,诸锦,清,18,False
4025,翁照,清,18,False
4026,王汝璧,清,18,False
4027,钱澧,清,18,False
4028,吴进,清,18,False
4029,张履,清,18,False
4030,汤鹏,清,18,False
4031,潘德舆,清,18,False
4032,李联琇,清,18,False
4033,董文涣,清,18,False
4034,任其昌,清,18,False
4035,谭廷献,清,18,False
4036,陈遹声,清,18,False
4037,叶在琦,清,18,False
4038,赵金鉴,清,18,False
4039,侯承恩,清,18,False
4040,陈尔士,清,18,False
4041,张秀端,清,18,False
4042,张纶英,清,18,False
4043,江韵梅,清,18,False
4044,王嗣晖,清,18,False
4045,惠远谟,清,18,False
4046,清恒,清,18,False
4047,林鹤年,清,18,False
4048,林维丞,清,18,False
4049,黄家鼎,清,18,False
4050,卢德嘉,清,18,False
4051,陆懿和,清,18,False
4052,赵承光,清,18,False
4053,孔毓玑,清,18,False
4054,刘师培,清,18,False
4055,载湉,清,17,False
4056,齐召南,清,17,False
4057,李秉礼,清,17,False
4058,周济,清,17,False
4059,旻宁,清,17,False
4060,蕴端,清,17,False
4061,恒仁,清,17,False
4062,陈洪绶,清,17,False
4064,汪绎,清,17,False
4065,纪逵宜,清,17,False
4066,蓝鼎元,清,17,False
4067,桑调元,清,17,False
4068,王太岳,清,17,False
4069,周准,清,17,False
4070,汪缙,清,17,False
4071,李鼎元,清,17,False
4072,冯敏昌,清,17,False
4073,严烺,清,17,False
4074,喻文鏊,清,17,False
4075,李惺,清,17,False
4076,端木国瑚,清,17,False
4077,郑献甫,清,17,False
4078,岑澄,清,17,False
4079,沈谨学,清,17,False
4080,李应莘,清,17,False
4081,许振祎,清,17,False
4082,赵国华,清,17,False
4083,吴汝纶,清,17,False
4084,濮文暹,清,17,False
4085,黄绍箕,清,17,False
4086,张荫桓,清,17,False
4087,林以宁,清,17,False
4088,方芳佩,清,17,False
4089,恽珠,清,17,False
4090,文静玉,清,17,False
4091,卢德仪,清,17,False
4092,梁霭,清,17,False
4093,缪宝娟,清,17,False
4094,陈珍瑶,清,17,False
4095,李道清,清,17,False
4097,汪廷桂,清,17,False
4098,陶育,清,17,False
4099,徐宗达,清,17,False
4100,许英,清,17,False
4101,郁植,清,17,False
4102,陈融,清,17,False
4103,杨鸾,清,16,False
4104,王照,清,16,False
4105,王锡,清,16,False
4106,冒襄,清,16,False
4107,潘柽章,清,16,False
4108,梁以樟,清,16,False
4109,张英,清,16,False
4110,汪懋麟,清,16,False
4111,王鸿绪,清,16,False
4112,龙燮,清,16,False
4113,史夔,清,16,False
4114,管棆,清,16,False
4115,沈钦圻,清,16,False
4116,蒋廷锡,清,16,False
4117,缪沅,清,16,False
4118,陈德正,清,16,False
4119,汪仲鈖,清,16,False
4120,顾光旭,清,16,False
4121,张锡祚,清,16,False
4122,刘应陛,清,16,False
4123,杨廷理,清,16,False
4124,王苏,清,16,False
4125,欧阳辂,清,16,False
4126,凌扬藻,清,16,False
4127,邵葆祺,清,16,False
4128,陈寿祺,清,16,False
4129,刘敦元,清,16,False
4130,左宗植,清,16,False
4131,龙启瑞,清,16,False
4132,徐树铭,清,16,False
4133,赵树吉,清,16,False
4134,罗泽南,清,16,False
4135,黎庶焘,清,16,False
4136,邓辅纶,清,16,False
4137,郭式昌,清,16,False
4138,汪瑔,清,16,False
4139,张学雅,清,16,False
4140,何慧生,清,16,False
4141,俞绣孙,清,16,False
4142,钱淑生,清,16,False
4143,俞玫,清,16,False
4144,屈秉筠,清,16,False
4145,贺双卿,清,16,False
4146,孙瑩培,清,16,False
4147,方彦珍,清,16,False
4148,赖绍尧,清,16,False
4149,杨桂森,清,16,False
4150,曾逢辰,清,16,False
4151,陈学圣,清,16,False
4152,董正官,清,16,False
4153,汪怡甲,清,16,False
4154,王德爵,清,16,False
4155,沈受宏,清,16,False
4156,顾绍敏,清,16,False
4157,李果,清,16,False
4158,陆楣,清,16,False
4159,肖雄,清,16,False
4160,王则修,清,16,False
4161,章炳麟,清,16,False
4162,张藻,清,15,False
4163,王应辰,清,15,False
4164,许友,清,15,False
4165,曾燠,清,15,False
4166,颙琰,清,15,False
4167,弘瞻,清,15,False
4168,奕欣,清,15,False
4169,魏禧,清,15,False
4170,朱鹤龄,清,15,False
4171,李澄中,清,15,False
4172,张远,清,15,False
4173,方式济,清,15,False
4174,田榕,清,15,False
4175,张梁,清,15,False
4176,裘琏,清,15,False
4177,叶舒璐,清,15,False
4178,方还,清,15,False
4179,国梁,清,15,False
4180,舒瞻,清,15,False
4181,甘运源,清,15,False
4182,汪学金,清,15,False
4183,李宗瀚,清,15,False
4184,吴嵩梁,清,15,False
4185,谢兰生,清,15,False
4186,江之纪,清,15,False
4187,符兆纶,清,15,False
4188,蒋湘南,清,15,False
4189,黄彭年,清,15,False
4190,龚易图,清,15,False
4191,商景徽,清,15,False
4192,蔡琬,清,15,False
4193,钟令嘉,清,15,False
4194,郭步韫,清,15,False
4195,袁机,清,15,False
4196,阚寿坤,清,15,False
4197,刘文嘉,清,15,False
4198,性道人,清,15,False
4199,德月,清,15,False
4200,卓梦采,清,15,False
4201,孙霖,清,15,False
4202,吕成家,清,15,False
4203,谢家树,清,15,False
4204,李若琳,清,15,False
4205,陆祖瀛,清,15,False
4206,童玮,清,15,False
4207,袁嘉,清,15,False
4208,沈允慎,清,15,False
4209,陈璋,清,15,False
4210,惠士奇,清,15,False
4211,苏履吉,清,15,False
4212,瞿鸿禨,清,15,False
4213,王其元,清,15,False
4217,聂绀弩,近代,642,False
4222,吴未淳,近代,454,False
4223,沙曾达,近代,417,False
4227,卢前,近代,361,False
4228,刘凤梧,近代,333,False
4229,张采庵,近代,329,False
4230,田遨,近代,323,False
4231,黄公渚,近代,322,False
4233,朱帆,近代,290,False
4234,黄松鹤,近代,268,False
4239,金天羽,近代,249,False
4240,汪精卫,近代,247,False
4249,萧梦霞,近代,222,False
4250,叶云峰,近代,222,False
4254,谢龙升,近代,207,False
4257,郁达夫,近代,200,False
4260,单人耘,近代,193,False
4262,林庚白,近代,190,False
4265,洪存恕,近代,180,False
4266,王益初,近代,179,False
4270,张瑞玑,近代,172,False
4271,杨寿杓,近代,170,False
4274,吴玉如,近代,162,False
4275,王陆一,近代,162,False
4276,宗远崖,近代,161,False
4277,吴寿彭,近代,160,False
4278,杨民仁,近代,158,False
4283,茅于美,近代,143,False
4285,舒庆春,近代,139,False
4286,方守敦,近代,139,False
4288,温倩华,近代,138,False
4289,罗元贞,近代,136,False
4290,薛青萍,近代,135,False
4292,吴昌绶,近代,130,False
4294,喻蘅,近代,128,False
4297,张中行,近代,124,False
4298,溥儒,近代,123,False
4300,张鸿,近代,122,False
4302,田翠竹,近代,121,False
4303,黄锡朋,近代,120,False
4305,周作人,近代,120,False
4306,骆成骧,近代,120,False
4307,陈逸云,近代,120,False
4309,佟绍弼,近代,116,False
4310,俞长源,近代,114,False
4311,方鹤斋,近代,111,False
4314,石声汉,近代,110,False
4315,胡雪抱,近代,109,False
4316,严古津,近代,109,False
4317,金启孮,近代,109,False
4318,俞平伯,近代,108,False
4320,范天烈,近代,108,False
4321,黄福基,近代,108,False
4323,张珍怀,近代,105,False
4326,萧劳,近代,101,False
4328,徐兆玮,近代,98,False
4329,宋词,近代,96,False
4333,汪玢,近代,94,False
4334,张鳦生,近代,94,False
4336,刘东父,近代,92,False
4337,李西庚,近代,90,False
4338,毛泽东,近代,89,False
4339,常燕生,近代,87,False
4340,周云阁,近代,87,False
4341,胡绳,近代,82,False
4342,彭靖,近代,82,False
4343,唐鼎元,近代,81,False
4345,孙俊在,近代,81,False
4346,孙玄常,近代,80,False
4348,冯其庸,近代,76,False
4349,郁曼陀,近代,76,False
4353,张涤华,近代,72,False
4355,徐炯,近代,70,False
4357,鲁迅,近代,67,False
4358,吴世昌,近代,67,False
4359,王用宾,近代,65,False
4361,郭象升,近代,64,False
4364,彭鹤濂,近代,60,False
4366,吴文治,近代,60,False
4367,冯君辉,近代,60,False
4368,丰子恺,近代,59,False
4370,吴虞,近代,58,False
4371,陈湋,近代,57,False
4375,夏纬明,近代,53,False
4376,芮麟,近代,53,False
4377,钱仲联,近代,52,False
4378,钟敬文,近代,52,False
4380,席子研,近代,52,False
4382,江庸,近代,51,False
4384,缪钺,近代,51,False
4385,启功,近代,50,False
4386,马继华,近代,50,False
4387,盛世英,近代,50,False
4389,黄仁基,近代,49,False
4390,金紫衡,近代,49,False
4393,刘瑞清,近代,47,False
4394,王再咸,近代,45,False
4395,杨易霖,近代,45,False
4396,李仲林,近代,45,False
4397,缪祉保,近代,44,False
4399,李叔同,近代,42,False
4400,刘清漳,近代,42,False
4401,王冷斋,近代,41,False
4402,龚锡圭,近代,41,False
4404,宛敏灏,近代,39,False
4406,芍印,近代,39,False
4407,苏启元,近代,38,False
4410,陆玄默,近代,38,False
4412,秋瑾,近代,37,False
4413,赵清源,近代,36,False
4414,何满子,近代,36,False
4415,曾国才,近代,36,False
4419,廖光,近代,34,False
4420,杨赓笙,近代,34,False
4421,陈小翠,近代,32,False
4422,张秉衡,近代,31,False
4423,裘祖诰,近代,30,False
4424,舒云逵,近代,30,False
4425,吴庆焘,近代,30,False
4426,萧萐父,近代,30,False
4427,黄英,近代,29,False
4428,张朝墉,近代,29,False
4429,李永镇,近代,28,False
4430,吴绍烈,近代,28,False
4431,侯学愈,近代,28,False
4432,魏毓兰,近代,27,False
4434,郭仲达,近代,26,False
4435,朱子镛,近代,26,False
4437,邢锦生,近代,25,False
4438,吴天鹏,近代,24,False
4439,蒋士超,近代,24,False
4440,茅盾,近代,23,False
4441,吴圣和,近代,23,False
4442,邓拓,近代,22,False
4443,章衣萍,近代,22,False
4444,刘海粟,近代,22,False
4446,冯誉骢,近代,21,False
4447,薛建吾,近代,21,False
4448,吴卓澄,近代,21,False
4449,钱少华,近代,21,False
4450,刘济农,近代,21,False
4451,胡汀鹭,近代,21,False
4452,顾毓琇,近代,21,False
4453,何金江,近代,21,False
4454,刘玉璋,近代,20,False
4455,夏纬森,近代,20,False
4456,凌学攽,近代,20,False
4457,朱自清,近代,19,False
4458,沈昌眉,近代,19,False
4459,刘大白,近代,19,False
4460,吴之英,近代,18,False
4461,宋辅仁,近代,18,False
4462,吴嘉谟,近代,18,False
4463,顾保瑢,近代,18,False
4464,朱士嵩,近代,18,False
4465,暴焕章,近代,18,False
4466,范廷铨,近代,18,False
4467,孙肇圻,近代,18,False
4468,徐谦,近代,17,False
4469,吴朝品,近代,17,False
4470,周凤翔,近代,17,False
4471,曹明贤,近代,17,False
4472,张充和,近代,17,False
4473,李景复,近代,16,False
4474,惺伯民,近代,16,False
4475,梁季子,近代,16,False
4476,胡山源,近代,16,False
4477,杨味云,近代,16,False
4478,陈顺彬,近代,15,False
4479,王汝赓,近代,15,False
4480,冯明权,近代,15,False
4481,王亚南,近代,15,False
4482,徐征吉,近代,15,False
4483,侯鸿鉴,近代,15,False
4484,张北海,近代,15,False
4485,萧碧梧,近代,14,False
4486,胡怀琛,近代,14,False
4487,周学藩,近代,14,False
4488,谢冶盦,近代,14,False
4489,王锡玙,近代,14,False
4490,严雁峰,近代,13,False
4491,魏幼禽,近代,13,False
4492,廖慕禹,近代,13,False
4493,殷曰同,近代,13,False
4494,廉泉,近代,13,False
4495,邓缵先,近代,13,False
4496,温见,近代,13,False
4497,梁鸿志,近代,12,False
4498,于氏（沧州,近代,12,False
4499,王宣猷,近代,11,False
4500,江上青,近代,11,False
4501,李释戡,近代,11,False
4502,吴中伟,近代,11,False
4503,刘文中,近代,11,False
4504,王瑞甫,近代,11,False
4505,安鉴培,近代,11,False
4506,孙揆均,近代,11,False
4507,溥叔明,近代,11,False
4508,丁三在,近代,11,False
4509,宋一鸿,近代,11,False
4510,吴则虞,近代,10,False
4511,邱清泉,近代,10,False
4512,梁清芬,近代,10,False
4513,万正常,近代,10,False
4514,赵增瑀,近代,10,False
4515,王宸居,近代,10,False
4516,孙家遂,近代,10,False
4517,林南强,近代,10,False
4518,吕思勉,近代,10,False
4519,薛双甲,近代,10,False
4520,杜芷芗,近代,10,False
4521,殷质卿,近代,10,False
4522,钱穆,近代,10,False
4523,卢青山,当代,2000,False
4524,陈振家,当代,1745,False
4526,伯昏子,当代,1365,False
4529,添雪斋,当代,929,False
4530,何永沂,当代,920,False
4535,秦鸿,当代,646,False
4537,陈仁德,当代,603,False
4543,余菊庵,当代,337,False
4545,杨启宇,当代,326,False
4547,张月宇,当代,312,False
4549,谷海鹰,当代,304,False
4551,吴灏,当代,263,False
4553,张海鸥,当代,251,False
4554,潘乐乐,当代,239,False
4555,林英男,当代,223,False
4556,章士钊,当代,198,False
4557,钟锦,当代,192,False
4561,石任之,当代,178,False
4564,钱之江,当代,157,False
4565,冯永军,当代,155,False
4567,裴涛,当代,140,False
4568,顾敏燕,当代,119,False
4571,黄克孙,当代,105,False
4572,张伯元,当代,104,False
4574,张恨水,当代,98,False
4576,李梦唐,当代,91,False
4580,杨雪窗,当代,88,False
4581,许白凤,当代,87,False
4583,王陈常,当代,83,False
4584,汪洋,当代,78,False
4586,刘梦芙,当代,71,False
4587,陈伟强,当代,67,False
4588,卢鸿基,当代,55,False
4591,汪茂荣,当代,51,False
4592,金问泗,当代,49,False
4593,姜军,当代,47,False
4594,张崇光,当代,47,False
4595,梁羽生,当代,43,False
4596,徐平,当代,38,False
4597,梅绍农,当代,36,False
4598,郭汉城,当代,35,False
4599,黄万里,当代,34,False
4600,刘季高,当代,33,False
4601,金庸,当代,32,False
4602,邵林,当代,31,False
4603,莫德光,当代,28,False
4604,尹文敬,当代,28,False
4605,徐英,当代,26,False
4606,陈从周,当代,25,False
4607,问云,当代,24,False
4608,曹菁,当代,23,False
4609,朱生豪,当代,21,False
4611,李汝伦,当代,20,False
4612,邹金灿,当代,20,False
4613,潘静淑,当代,20,False
4614,关振东,当代,19,False
4616,胡乔木,当代,18,False
4617,刘峻,当代,17,False
4618,王翼奇,当代,17,False
4619,陈述元,当代,15,False
4620,杨鸿章,当代,15,False
4621,雷履平,当代,15,False
4622,胡遐之,当代,14,False
4623,溥杰,当代,14,False
4624,邱及,当代,14,False
4625,李凌云,当代,13,False
4626,陈凡,当代,12,False
4627,柏杨,当代,12,False
4628,浦江清,当代,12,False
4629,宋景昌,当代,11,False
4630,陈伟,当代,10,False
4631,马千希,当代,10,False
4632,乐时鸣,当代,10,False
4633,尹鹗 六首,未知,3,False
4634,作者未详,周,2,True
4635,陶渊明,晋,284,True
4636,陆机,晋,156,True
4637,谢灵运,晋,156,True
4638,云林右英夫人,晋,47,True
4639,颜延之,南北朝,350,True
4640,陈叔宝,南北朝,859,True
4641,王佐（汝学,宋,618206,True
4642,谢朓,南北朝,326,True
4643,张正见,南北朝,142,True
4644,谢超宗,南北朝,34,True
4645,李咸用,唐,3183,True
4646,劉禹錫,唐,20876,True
4647,寒山,唐,959,True
4648,孟浩然,唐,3531,True
4649,杜审言,唐,1092,True
4650,無名氏,唐,712,True
4651,李昌符,唐,452,True
4652,朱庆余,唐,500,True
4653,庞藴,唐,333,True
4654,曹邺,唐,296,True
4655,聶夷中,唐,267,True
4656,盧仝,唐,137,True
4657,顾敻,唐,142,True
4658,孫光憲,唐,275,True
4659,章碣,唐,66,True
4660,释印肃,宋,15950,True
4661,岳珂,宋,1565,True
4662,赵崇嶓,宋,1162,True
4663,宋太宗,宋,834,True
4664,宋徽宗,宋,675,True
4665,熊东遨,宋,731,True
4666,邹元标,宋,558,True
4667,李至,宋,349,True
4668,宋高宗,宋,212,True
4669,金履详,宋,187,True
4670,张玉孃,宋,187,True
4671,赵必𤩪,宋,184,True
4672,黄人杰,宋,152,True
4673,晁逈,宋,116,True
4674,穆修,宋,98,True
4675,刘鑑,宋,63,True
4676,谭处端,元,1673,True
4677,关汉卿,元,4373,True
4678,陈镒,明,717,True
4679,高明《蔡伯喈琵琶记》,元,511,True
4680,柯丹邱《荆钗记》,元,1103,True
4681,侯善渊,元,355,True
4682,长筌子,元,239,True
4683,许谦,元,182,True
4684,胡长孺,元,46,True
4685,金幼孜,明,2212,True
4686,王彦泓,明,1909,True
4687,郭谏臣,明,775,True
4688,释今严,明,206,True
4689,玄烨,清,1593,True
4690,夏孙桐,清,670,True
4691,杨芸,清,148,True
4692,李宪乔,清,74,True
4693,钱钟书,近代,400,True
4694,孙保圻,近代,149,True
4695,熊盛元,当代,865,True
